gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Mrps17,816.1110404716696,8.904247395917988e-5,0.001443787690811651,0.7629764768645255,0.9999740296735196
Mettl14,594.6381712887202,8.864863244152939e-5,0.0014438014037659313,0.971291662316796,0.9999740296735196
Rab11fip5,728.4443368329389,8.858440684153467e-5,0.0014438742861730704,0.3470409815056086,0.9999740296735196
Kpna3,955.678805823749,8.81377185068237e-5,0.0014437197017795518,0.9474413157993566,0.9999740296735196
Ttc39b,2165.393061271703,8.706639194709549e-5,0.0014438628229453702,0.70043601226272445,0.9999740296735196
Rsbn1l,539.5681374949814,8.496755979346289e-5,0.0014437941007130527,0.41458643987189076,0.9999740296735196
Coro1b,2823.6830197743348,8.481517947576343e-5,0.0014436021205392307,0.6829588258420654,0.9999740296735196
Add3,1538.5076627983144,8.359928664660947e-5,0.0014435750391056461,0.6044856783424087,0.9999740296735196
Mindy1,2237.7058064104904,8.32083770569496e-5,0.0014435704180488988,0.8194257409137464,0.9999740296735196
Trim12c,159.73797283255968,8.243981171703274e-5,0.0014437747441981203,0.8349599776958258,0.9999740296735196
Crbn,605.3721065294634,8.240076415923923e-5,0.0014436598875913866,0.33847308486102406,0.9999740296735196
Kif1b,2555.380294361185,8.213995430910015e-5,0.0014437083849789705,0.5560099921974666,0.9999740296735196
Slc39a6,2186.591139650893,8.124533002701419e-5,0.001443621371345342,0.3918678042157396,0.9999740296735196
Rab18,4415.057343253442,7.967523167687247e-5,0.0014432360927299054,0.9998142751199913,0.9999740296735196
Axin2,986.8503115183258,7.836483393166957e-5,0.0014434417980829129,0.5387665551743933,0.9999740296735196
Hnrnpd,2494.73691990478,7.819181533156921e-5,0.001443528249099707,0.4696694089118309,0.9999740296735196
Sik1,9093.825113513449,7.80652064929813e-5,0.0014434982460184143,0.8124646058633399,0.9999740296735196
Hook1,1260.591155871146,7.74962486412312e-5,0.0014434987426572672,0.286569565335903,0.9999740296735196
Cul2,635.173650375467,7.739404143276753e-5,0.0014434657157780218,0.9350171069891798,0.9999740296735196
Rrbp1,1920.4875045865178,7.718075961056544e-5,0.0014434217941226616,0.12159100806764771,0.9999740296735196
Errfi1,3040.410334586415,7.576853239414836e-5,0.0014435239371934402,0.9938405018964063,0.9999740296735196
Golga1,1231.3583489624382,7.558679718999502e-5,0.001443416530097553,0.3392174431765644,0.9999740296735196
Wnt7b,3113.8802921607853,7.525312398597529e-5,0.0014434462071162477,0.8802931756619417,0.9999740296735196
Nrbp1,2335.6621604496195,7.5177463172046e-5,0.001443235420846037,0.7055934747837369,0.9999740296735196
Sec63,1712.3270229134532,7.48528811434169e-5,0.0014432827552002868,0.6169397618177337,0.9999740296735196
Polr1a,634.7875978257033,7.472862565310069e-5,0.0014434428729167966,0.38957606342881557,0.9999740296735196
Abi1,2826.0763395066806,7.466501183367429e-5,0.0014432641318104368,0.5492947747707154,0.9999740296735196
Yipf4,1112.4969203251198,7.427585687766818e-5,0.0014433135327739325,0.6113988573097959,0.9999740296735196
Ssu72,1136.6547753182508,7.407731708150111e-5,0.0014433939300849091,0.7805413756775132,0.9999740296735196
Ext2,922.243375403167,7.405153866205649e-5,0.0014433515829332941,0.9446646991779992,0.9999740296735196
Arglu1,4341.088397407373,7.404634992433899e-5,0.0014434257166277727,0.2938758750962619,0.9999740296735196
Mfn1,1382.003530675847,7.356408074169567e-5,0.001443183143695949,0.9398503804929458,0.9999740296735196
Mkrn2,510.16382300724933,7.27838647701555e-5,0.0014433919475488372,0.7991907375847289,0.9999740296735196
Acot11,73.29908358013145,7.130375861730799e-5,0.0014435272088251323,0.3567140599018803,0.9999740296735196
Ppp2r5b,572.2939171748029,7.088028453576021e-5,0.0014433190030696222,0.8409618770405459,0.9999740296735196
Cyb5r4,1922.7280190863733,7.064378411770126e-5,0.0014432190516517316,0.9967117469166646,0.9999740296735196
Coq10a,331.0105046391267,7.053614152959465e-5,0.001443383811185423,0.8711264110479557,0.9999740296735196
Nudt3,1534.9552760799425,7.014515473452813e-5,0.001443257493513397,0.7733781877286017,0.9999740296735196
Cep63,796.9565930935207,6.983674654099242e-5,0.0014432799944598073,0.4411734210360158,0.9999740296735196
Drap1,2024.8397657320347,6.952154783509837e-5,0.0014433657953187454,0.46347701498228483,0.9999740296735196
Msl1,2803.398854747577,6.91796382163561e-5,0.0014430581874246662,0.0656827727648533,0.9999740296735196
Tmsb4x,8528.233528900653,6.87449350989843e-5,0.0014432500741409563,0.3760313800321585,0.9999740296735196
Epb41l3,451.3971318180795,6.79027805911225e-5,0.0014433454111852327,0.17122677874327769,0.9999740296735196
Tmem106c,551.2115087774437,6.702892394947931e-5,0.0014432529431632202,0.7261415155430029,0.9999740296735196
Hyal2,427.22413864598843,6.626212058235466e-5,0.0014433277958333848,0.7786916866204865,0.9999740296735196
Rragc,2175.156959169225,6.6129668012945e-5,0.0014429351202071684,0.7527040659172879,0.9999740296735196
Gpatch2l,578.5448785020919,6.602642253500771e-5,0.0014432726176355634,0.5115141909201322,0.9999740296735196
Dcaf8,2789.7547138245613,6.592646792006702e-5,0.0014430404632991068,0.3890369819900749,0.9999740296735196
Hsdl2,1402.158998343846,6.569563354991317e-5,0.0014430888864812844,0.3669041042738375,0.9999740296735196
Lsm2,299.4055509969489,6.551160574585395e-5,0.0014432616193331175,0.9002283282692347,0.9999740296735196
Tfdp1,1299.2018657518456,6.54543571744571e-5,0.0014431120746290491,0.7543576510163279,0.9999740296735196
Bptf,1714.916739704149,6.543376211807668e-5,0.0014433366460440977,0.5117387278179915,0.9999740296735196
Ankrd54,492.91897786841923,6.500791504725955e-5,0.0014432557457128457,0.35245622236022456,0.9999740296735196
Chd1,1141.7006056762573,6.459908070158086e-5,0.0014432138518024966,0.5959688063530528,0.9999740296735196
Slc9a6,781.8540908941089,6.378636232533055e-5,0.001443120069207577,0.09106086250063558,0.9999740296735196
Ro60,506.6543663570369,6.355143430926158e-5,0.0014431746932243987,0.9114096720383207,0.9999740296735196
Rgp1,1755.2379230842512,6.345326741615572e-5,0.0014431760133221463,0.4251207854810463,0.9999740296735196
Serinc5,1108.4323613080712,6.227021175686706e-5,0.0014431031204946662,0.7493809846914751,0.9999740296735196
Hsd3b7,661.0121507257954,6.222860828887671e-5,0.0014431647013134039,0.8579296594880101,0.9999740296735196
Vamp1,521.61751087339,6.216780064097912e-5,0.0014432010317375302,0.4513642627543639,0.9999740296735196
Slf2,813.5288137494176,6.207195257162731e-5,0.001443144155307104,0.07383861510089679,0.9999740296735196
Mtrr,344.17737867718466,6.201041131874255e-5,0.0014432165966827527,0.5204268520853775,0.9999740296735196
Adam15,1653.7203775857613,6.197594921312734e-5,0.001443102718926837,0.22884142357743173,0.9999740296735196
Dsc3,31317.56974132458,6.177827356728198e-5,0.0014429417824741585,0.3045747045829939,0.9999740296735196
Utp11,856.379876581629,6.099566106505521e-5,0.0014430613014968893,0.18391679534382716,0.9999740296735196
Lrrc41,985.7028193072443,6.097374916373218e-5,0.001443076241941127,0.6113630117093148,0.9999740296735196
Slc20a1,1001.9180287432291,6.084251304997019e-5,0.0014432085111803952,0.36257267127386433,0.9999740296735196
Zfp930,175.15500517170895,6.0731330890020785e-5,0.0014432378320831576,0.6731424828599284,0.9999740296735196
Zfp790,151.58126848544651,6.024698981001343e-5,0.0014432352713647553,0.2946588471608541,0.9999740296735196
Eaf1,1035.28766425692,6.0213918161074786e-5,0.0014429876662055033,0.6592112766359133,0.9999740296735196
Cr1l,1131.1663677461756,6.020161964050513e-5,0.0014429631210781731,0.3256401961398821,0.9999740296735196
Nfe2l1,9621.178045370774,6.0148662785458556e-5,0.001442814972088688,0.5937236887970557,0.9999740296735196
Dnaaf10,218.20923539381806,5.999941960214141e-5,0.0014431840372865247,0.2997395774013123,0.9999740296735196
Nisch,4431.231903950894,5.964942806255668e-5,0.0014431325434525796,0.641192448689377,0.9999740296735196
Usp9x,2014.9261602844942,5.9324232046843806e-5,0.0014429390718602236,0.9306181108673657,0.9999740296735196
Fam98c,748.039821012506,5.929362513904334e-5,0.0014430390514827273,0.14384739836595137,0.9999740296735196
Ubp1,3485.5167622769013,5.876465687213112e-5,0.001443110470449004,0.2807800611936846,0.9999740296735196
Lmbrd1,989.8123795020034,5.859319077066632e-5,0.001442927249672697,0.8644311726409203,0.9999740296735196
Srcin1,2419.0262912187764,5.8427976778888996e-5,0.0014430263368162494,0.44972546742098335,0.9999740296735196
Tarbp2,661.7067983991935,5.7664456838110414e-5,0.0014430907942554125,0.44674446054041395,0.9999740296735196
Tlcd3a,4125.319611943213,5.7388269194391516e-5,0.0014428726089505666,0.8607789256619901,0.9999740296735196
2310022A10Rik,527.6814338345465,5.6709362822330125e-5,0.001443085486594885,0.44635220901726147,0.9999740296735196
Kcmf1,1740.0991868677515,5.6462097943502324e-5,0.0014429087426379257,0.48374602882921697,0.9999740296735196
Upf3b,640.7290141346925,5.6330880375011333e-5,0.0014429491277073397,0.25176895437289976,0.9999740296735196
Srp54b,864.1105836321038,5.5914951765674316e-5,0.0014432169840930672,0.6322947407189499,0.9999740296735196
Fcsk,433.1216242275199,5.564817450627397e-5,0.001443098664400567,0.7620689812940833,0.9999740296735196
Slc36a1,1050.9592354090296,5.46194272281205e-5,0.001442942303440497,0.2846510837416507,0.9999740296735196
Ric1,1570.0451816947927,5.42585020420011e-5,0.0014430479795301842,0.33648905979856125,0.9999740296735196
Ppip5k2,544.0623553663509,5.415879504338975e-5,0.001443008220246034,0.8781090229319072,0.9999740296735196
Dbp,3064.8374544257267,5.41397016229183e-5,0.0014430785855532769,0.9750181713558002,0.9999740296735196
Cnot7,803.4537321073749,5.3854755478635586e-5,0.0014429073885518491,0.9983840177481884,0.9999740296735196
Zcchc10,126.9672346842068,5.318418554062282e-5,0.0014430982571608548,0.8235533025838029,0.9999740296735196
Acox3,1647.6718789278516,5.306468503291485e-5,0.0014430350068859266,0.7813485199021931,0.9999740296735196
Hspa12a,1602.1498553759716,5.277469743261517e-5,0.0014430250549504922,0.20125686261190498,0.9999740296735196
Orai1,973.0273364138577,5.235896283655232e-5,0.001442997918362963,0.9691160588624466,0.9999740296735196
H3f3a,10979.99834905448,5.1938179078659016e-5,0.0014426650460247102,0.2838417283474308,0.9999740296735196
Pcid2,557.9534555711741,5.156468663307206e-5,0.0014429246031202776,0.2877064410656458,0.9999740296735196
Itgb5,2427.7270194927787,5.149863093764839e-5,0.001442967241335344,0.6386497087604582,0.9999740296735196
Nectin1,3360.191287060117,5.1392708535852994e-5,0.0014428344960948042,0.7554430241412127,0.9999740296735196
Ano10,1203.8141069835299,5.1358891619735155e-5,0.0014428324159133099,0.9389788394284426,0.9999740296735196
Pcf11,3645.1163799364153,5.108371871068606e-5,0.0014428166798034687,0.560425768946871,0.9999740296735196
Syngr1,797.8423537093823,5.095221123922834e-5,0.0014428054810211623,0.4618850712853247,0.9999740296735196
Ndufa13,988.2957792229416,5.094527827261457e-5,0.0014430113027094162,0.914713075736209,0.9999740296735196
Zfp1,157.55451075243585,5.059261828238896e-5,0.0014430453642233273,0.7685457506481628,0.9999740296735196
Anxa8,36233.97529031672,5.0583072411968904e-5,0.0014426636979120346,0.662133550185112,0.9999740296735196
Ercc8,205.87168827206966,5.0268049051027014e-5,0.001443024775960146,0.8394229655198694,0.9999740296735196
Entrep1,897.6948025401987,5.0157400114798384e-5,0.0014429603604427814,0.47052854016023316,0.9999740296735196
Os9,3192.67800838385,5.0106659602116996e-5,0.0014427504092239837,0.570303149567609,0.9999740296735196
Usp46,704.8343422245038,4.9788955750998185e-5,0.0014429007733464763,0.650428859101652,0.9999740296735196
Hint3,164.0515654714836,4.970579729847421e-5,0.0014430246036226042,0.18345240454599182,0.9999740296735196
Csnk1e,1648.2031807198405,4.967013629638026e-5,0.0014429719449033593,0.9572496917193739,0.9999740296735196
Wdr45b,1267.0789243774855,4.950860315700552e-5,0.0014428092670634837,0.8953749092440785,0.9999740296735196
Fbxo45,921.4964204831779,4.939765414693713e-5,0.001442774267559928,0.647249978137356,0.9999740296735196
Senp2,1398.7804353304557,4.9260530643676555e-5,0.0014428228566843611,0.6417019830031492,0.9999740296735196
Stau2,361.0393009233498,4.9008994333731084e-5,0.0014429278385071878,0.6812520274553922,0.9999740296735196
Oas1f,3693.679279389307,4.899278812834955e-5,0.0014429019502615733,0.8748673442783601,0.9999740296735196
Ddx23,1896.422781324678,4.8699608993052976e-5,0.001442602279274775,0.40866062399499953,0.9999740296735196
Kri1,829.4010796002924,4.844253672327343e-5,0.0014429106350582219,0.9170108698694284,0.9999740296735196
Aplp2,6507.1837702458615,4.8060105672969e-5,0.0014427100171460084,0.9535521291058624,0.9999740296735196
Ppp2r5c,2519.7565689645417,4.7916314155366495e-5,0.0014426218344665731,0.57519628075418,0.9999740296735196
Hectd4,1385.8063458548113,4.7851535400980495e-5,0.0014429878060537177,0.2412440258484612,0.9999740296735196
Crtc2,969.4312953121976,4.7799223509083394e-5,0.0014427527142688895,0.8147715940561504,0.9999740296735196
Srsf10,1716.509402110332,4.777584418977286e-5,0.0014428095225950596,0.6219503215286608,0.9999740296735196
Clcc1,806.0605628778806,4.7710884784508364e-5,0.0014427969180638002,0.8038142550548043,0.9999740296735196
Tmem254,3163.7749919697612,4.7639601441193495e-5,0.0014428677612298188,0.5500845514223577,0.9999740296735196
Foxo1,590.2140985675645,4.754508354661404e-5,0.0014428640436706238,0.7018581283112564,0.9999740296735196
Vipr1,456.5989975559192,4.7507664493153675e-5,0.0014429659714447554,0.4578437964440634,0.9999740296735196
Lrig3,1864.9919101869914,4.734518586774287e-5,0.0014427714080845486,0.3978454673029816,0.9999740296735196
Idnk,252.56829823844376,4.725120243359069e-5,0.0014429587328123625,0.31528916051868705,0.9999740296735196
Foxj2,1085.567802859029,4.7219846000151135e-5,0.0014428739471965297,0.43337078078848346,0.9999740296735196
Tpm3,4172.826827547843,4.713447052499777e-5,0.0014425480735869957,0.9389192387245323,0.9999740296735196
Dus1l,972.2447560324462,4.689472276195888e-5,0.0014428396133298585,0.8956884424306021,0.9999740296735196
Stk19,1104.5285022347894,4.687176223358584e-5,0.0014427311998536831,0.28189867821369635,0.9999740296735196
Rps3,24578.38996412431,4.647485302801739e-5,0.0014429104830953068,0.639449117038558,0.9999740296735196
Fam172a,839.9424027285525,4.615089172672694e-5,0.0014427508475318516,0.6017957794084954,0.9999740296735196
Rab3gap2,1263.9225509798932,4.608056877314687e-5,0.0014427748778580952,0.1694123040112166,0.9999740296735196
Cmpk1,1323.1518601602904,4.595220650388202e-5,0.001442729095702152,0.41573184567642507,0.9999740296735196
Rfx5,445.7464014869983,4.5921877908847205e-5,0.0014429228302760798,0.470818153984188,0.9999740296735196
Tubgcp2,579.2610319708267,4.568908701892276e-5,0.0014428417761917006,0.5707358308106782,0.9999740296735196
Lypd5,8692.815540534972,4.5558131649292704e-5,0.0014427718338825783,0.999055865484371,0.9999740296735196
Fbrsl1,2047.9902054191634,4.506269565795686e-5,0.0014425251289120803,0.017712018666416154,0.9999740296735196
Pgap4,263.6153371762393,4.456641117132921e-5,0.0014429039837548312,0.22565364716962782,0.9999740296735196
Luc7l2,3796.5925371830153,4.429164528288426e-5,0.0014428189029311279,0.3232369920195279,0.9999740296735196
Gpr161,380.2863530926093,4.4241569250442627e-05,0.001442896066061012,0.20583198290602517,0.9999740296735196
Ppfibp1,1566.7887128041684,4.403096700691957e-5,0.001442852986051957,0.6884069995674793,0.9999740296735196
Lipm,5080.70428428524,4.377633797595377e-5,0.0014427354194964344,0.08538217788746719,0.9999740296735196
Mapk12,166.61744444195458,4.37527833244489e-5,0.0014429404893225124,0.7743600165596152,0.9999740296735196
Urah,3815.624186646825,4.371187628473524e-5,0.0014428114947316792,0.7442968520612507,0.9999740296735196
Zfp263,986.3842477974061,4.365962011291111e-5,0.0014428010033725996,0.20113241706467497,0.9999740296735196
Brpf3,1158.54644862351,4.353789719560113e-5,0.001442915164230612,0.150281762319043,0.9999740296735196
Zfp592,723.1485032507172,4.340335124081167e-5,0.0014427370071998452,0.6683477774725444,0.9999740296735196
Ranbp3,1292.0658839357166,4.329420663399152e-5,0.0014427891514783996,0.4154818405810765,0.9999740296735196
Cnot3,1168.6256706997947,4.3197619576897925e-5,0.0014427257972865744,0.3112470230150532,0.9999740296735196
Ndst1,2963.8106188647857,4.315191510211683e-5,0.001442715640876899,0.7475301585737943,0.9999740296735196
Bmi1,361.4528122725276,4.304562619482006e-5,0.0014428370676728404,0.7597266805219113,0.9999740296735196
Fstl3,502.84031612544237,4.3025290864558034e-5,0.001442772971400454,0.6483324436500291,0.9999740296735196
Qsox2,1014.6290863611719,4.291562692077036e-5,0.0014427362337882637,0.19862853368685326,0.9999740296735196
Eif1,11230.153185154068,4.246487513313754e-5,0.001442761848661168,0.509802722861487,0.9999740296735196
Pik3ca,1007.7423799093244,4.231127266756129e-5,0.0014426963572448947,0.6953071296191118,0.9999740296735196
Pdlim1,1375.9119737416356,4.226957551638824e-5,0.0014425593181170897,0.12157315760983639,0.9999740296735196
Slc24a3,1761.1917229842236,4.2069843074722495e-5,0.001442739479465558,0.2947860531229436,0.9999740296735196
Clk1,7044.874081122441,4.196375197304787e-5,0.0014426312756140847,0.1345006821557935,0.9999740296735196
Arcn1,3065.8621045632335,4.1917428900473736e-5,0.001442530388753605,0.27712630835934454,0.9999740296735196
Steep1,667.3406576960211,4.1530337066136474e-5,0.001442768589461813,0.8598872081976071,0.9999740296735196
Zfp467,502.98902271669704,4.1509847579324175e-5,0.001442770770869402,0.39290592192243773,0.9999740296735196
Chfr,1559.5615509717904,4.144643771514413e-5,0.0014426983694344883,0.7331604373523727,0.9999740296735196
Tmem54,1699.1669257706408,4.135246463099627e-5,0.0014428372333316016,0.3198195579213665,0.9999740296735196
Dhrs3,769.114561089142,4.1311657777397605e-5,0.0014428652524229185,0.6914299341171264,0.9999740296735196
Dclre1c,374.8186121446744,4.105314003105903e-5,0.001442911874396305,0.6152102111682977,0.9999740296735196
Ggct,5569.095278360048,4.100271187868362e-5,0.001442742922171562,0.7128188014757215,0.9999740296735196
Kin,357.9027565891599,4.096359565373241e-5,0.0014428225150911439,0.527550405449438,0.9999740296735196
Tmem159,1228.6962326217033,4.0909911279237594e-5,0.0014427691259634378,0.48104646656993577,0.9999740296735196
Wfdc5,1075.7853930849149,4.090610394840831e-5,0.00144279218366201,0.9136661562809382,0.9999740296735196
Cdkn2aip,574.5684635604023,4.0897869637471936e-5,0.0014427169796628857,0.6628041496691013,0.9999740296735196
Fbxw9,574.0221192398359,4.087334369447667e-5,0.001442798926194235,0.4007813508454665,0.9999740296735196
Klhl21,1968.80793084979,4.0865778057526376e-5,0.0014425964565531531,0.01929041186570203,0.9999740296735196
Ano8,2764.9604258922404,4.0825633808701984e-5,0.0014426464421904278,0.4162070397067176,0.9999740296735196
Psme3ip1,897.077786379142,4.06298230929015e-5,0.0014427001999931743,0.7913826602189624,0.9999740296735196
Atosa,1171.5309634285727,4.058814386143999e-5,0.0014428113283878503,0.4001328216708317,0.9999740296735196
Wars1,601.083559506276,4.043490599282629e-5,0.0014427875110020368,0.6875475017301527,0.9999740296735196
Tspan8,708.6747337593532,4.042226190740049e-5,0.0014427524499784107,0.9828533742119206,0.9999740296735196
Pld2,1509.2529111012427,4.0300049787877404e-5,0.001442667064316611,0.32470911607541625,0.9999740296735196
Chd4,6288.594022614692,4.021049692131264e-5,0.0014425271858787838,0.1257728428293289,0.9999740296735196
Otx1,517.109607308881,4.0202932153460186e-5,0.0014427999521755934,0.36226697313633016,0.9999740296735196
